Package,VersionGA,VersionPreview,DisplayName,ServiceName,RepoPath,MSDocs,GHDocs,Type,New,PlannedVersions,FirstGADate,Support,Hide,Replace,Notes
Microsoft.Azure.Management.EventHub,,2.8.0-preview,Management - Event Hubs,Event Hubs,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/eventhub/Microsoft.Azure.Management.EventHub,https://docs.microsoft.com/dotnet/api/overview/azure/event-hubs,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.EventHub.Fluent,1.37.1,,Management - Event Hubs Fluent,Event Hubs,NA,NA,NA,mgmt,FALSE,,,maintanence,,,
Microsoft.Azure.Management.Fluent,1.37.1,,Management - Fluent,Fluent,NA,NA,NA,mgmt,FALSE,,,maintanence,,,
Microsoft.Azure.Management.FrontDoor,4.0.0,,Management - Front Door,Front Door,frontdoor,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.Graph.RBAC.Fluent,1.37.1,,Management - Graph RBAC Fluent,Microsoft Graph,NA,NA,NA,mgmt,FALSE,,,maintanence,,,
Microsoft.Azure.Management.GuestConfiguration,1.4.0,,Management - Guest Configuration,Guest Configuration,guestconfiguration,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.HDInsight,6.2.0,,Management - HD Insight,HDInsight,hdinsight,https://docs.microsoft.com/dotnet/api/overview/azure/hdinsight,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.HDInsight.Job,2.0.7,,Management - HD Insight Job,HDInsight,NA,https://docs.microsoft.com/dotnet/api/overview/azure/hdinsight,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.HealthcareApis,3.0.0,,Management - Health Care APIs,API for FHIR,healthcareapis,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.HybridCompute,,0.1.0-preview.2,Management - Hybrid Compute,Hybrid Compute,hybridcompute,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.HybridData,1.0.1,,Management - Hybrid Data,Hybrid Data,https://github.com/Azure/azure-sdk-for-net/tree/Microsoft.Azure.Management.HybridData_1.0.1/sdk/hybriddatamanager/Microsoft.Azure.Management.HybridDataManager,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.Intune,,0.2.0-preview,Management - Intune,Intune,NA,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.IotCentral,3.1.0,,Management - IoT Central,IoT Central,iotcentral,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.IotHub,3.0.0,,Management - IoT Hub,IoT Hub,iothub,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.KeyVault,3.1.0,3.1.0-preview.2,Management - Key Vault,Key Vault,keyvault,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.KeyVault.Fluent,1.37.1,,Management - Key Vault  Fluent,Key Vault,NA,NA,NA,mgmt,FALSE,,,maintanence,,,
Microsoft.Azure.Management.Kusto,7.0.0,,Management - Kusto,Data Explorer,kusto,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.LabServices,3.0.0,,Management - Lab Services,Lab Services,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/labservices/Microsoft.Azure.Management.LabServices,NA,,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.LocationBasedServices,2.0.0,,Management - Location Based Services,Maps,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/locationbasedservices/Microsoft.Azure.Management.LocationBasedServices,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.Locks.Fluent,1.37.1,,Management - Locks Fluent,Locks,NA,NA,NA,mgmt,FALSE,,,maintanence,,,
Microsoft.Azure.Management.Logic,4.1.0,,Management - Logic Apps,Logic Apps,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/logic/Microsoft.Azure.Management.Logic,NA,,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.Logic.Fluent,,1.9.1-beta,Management - Logic Apps  Fluent,Logic Apps,NA,NA,NA,mgmt,FALSE,,,maintanence,,,
Microsoft.Azure.Management.MachineLearning,1.0.1,,Management - Machine Learning,Machine Learning,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/machinelearning/Microsoft.Azure.Management.MachineLearning,NA,,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.MachineLearningCompute,0.4.0,,Management - Machine Learning Compute,Machine Learning,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/machinelearningcompute/Microsoft.Azure.Management.MachineLearningCompute,NA,,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.MachineLearning.Fluent,,1.9.1-beta,Management - Machine Learning Fluent,Machine Learning,NA,NA,NA,mgmt,FALSE,,,maintanence,,,
Microsoft.Azure.Management.Maintenance,1.2.0,,Management - Maintenance,Maintenance,maintenance,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.ManagedNetwork,,1.0.1-preview,Management - Managed Network,Managed Network,managednetwork,NA,,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.ManagedServiceIdentity,1.0.0,,Management - Managed Service Identity,Managed Service Identity,managedserviceidentity,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.Msi.Fluent,1.37.1,,Management - Managed Service Identity Fluent,Managed Service Identity,NA,NA,NA,mgmt,FALSE,,,maintanence,,,
Microsoft.Azure.Management.ManagedServices,1.1.0,,Management - Managed Services,Managed Service,managedservices,NA,,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.ManagementGroups,,1.1.1-preview,Management - Management Groups,Management Groups,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/managementgroups/Microsoft.Azure.Management.ManagementGroups,NA,,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.ManagementPartner,,1.1.1-preview,Management - Management Partner,Management Partner,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/managementpartner/Microsoft.Azure.Management.ManagementPartner,NA,,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.Maps,1.0.2,,Management - Maps,Maps,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/maps/Microsoft.Azure.Management.Maps,NA,,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.Marketplace,1.1.0,2.0.0-preview,Management - Marketplace,Marketplace,marketplace,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.MarketplaceOrdering,1.0.1,,Management - Marketplace Ordering,Marketplace Ordering,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/marketplaceordering/Microsoft.Azure.Management.MarketplaceOrdering,NA,,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.Media,3.0.4,,Management - Media Services,Media Services,mediaservices,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.Migrate.ResourceMover,2.0.0,,Management - Migrate Resource Mover,Resource Mover,NA,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.MixedReality,3.0.0,,Management - Mixed Reality,Mixed Reality,mixedreality,https://docs.microsoft.com/dotnet/api/overview/azure/mixed-reality,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.Monitor,,0.25.3-preview,Management - Monitor,Monitor,monitor,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.Monitor.Fluent,1.37.1,,Management - Monitor Fluent,Monitor,NA,https://docs.microsoft.com/dotnet/api/overview/azure/monitor,NA,mgmt,FALSE,,,maintanence,,,
Microsoft.Azure.Management.MySQL,,0.1.0-preview,Management - MySQL,Database for MySQL,NA,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.NetApp,1.11.0,,Management - NetApp,NetApp Files,netapp,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.Network,20.4.0,,Management - Network,Virtual Network,network,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.Network.Fluent,1.37.1,,Management - Network Fluent,Virtual Network,NA,https://docs.microsoft.com/dotnet/api/overview/azure/virtual-network,NA,mgmt,FALSE,,,maintanence,,,
Microsoft.Azure.Management.NotificationHubs,,2.3.3-preview,Management - Notification Hubs,Notification Hubs,notificationhubs,https://docs.microsoft.com/dotnet/api/overview/azure/notification-hubs,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.NotificationHubs.Fluent,,1.9.1-beta,Management - Notification Hubs Fluent,Notification Hubs,NA,NA,NA,mgmt,FALSE,,,maintanence,,,
Microsoft.Azure.Management.OperationalInsights,,0.21.0-preview,Management - Operational Insights,Operational Insights,operationalinsights,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.Peering,2.1.1,,Management - Peering,Peering Service,peering,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.PolicyInsights,4.0.0,,Management - Policy Insights,Policy Insights,policyinsights,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.PostgreSQL,,0.9.5-preview,Management - PostgreSQL,Database for PostgreSQL,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/postgresql/Microsoft.Azure.Management.PostgreSQL,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.PowerBIDedicated,,0.11.0-preview,Management - Power BI Dedicated,Power BI Dedicated,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/powerbidedicated/Microsoft.Azure.Management.PowerBIDedicated,NA,,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.PowerBIEmbedded,,1.1.1-preview,Management - Power BI Embedded,Power BI,https://github.com/Azure/azure-sdk-for-net/tree/master/tools/legacy/SdkBackup/PowerBIEmbedded,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.PrivateDns,1.0.0,,Management - Private DNS,Private DNS,privatedns,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.PrivateDns.Fluent,1.37.1,,Management - Private DNS Fluent,Private DNS,NA,NA,NA,mgmt,FALSE,,,maintanence,,,
Microsoft.Azure.Management.RecoveryServices,,4.3.1-preview,Management - Recovery Services,Site Recovery,recoveryservices,https://docs.microsoft.com/dotnet/api/overview/azure/recovery-services,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.RecoveryServices.Backup,,4.1.5-preview,Management - Recovery Services Backup,Site Recovery,recoveryservices-backup,https://docs.microsoft.com/dotnet/api/overview/azure/recovery-services,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.RecoveryServices.SiteRecovery,,2.1.2-preview,Management - Recovery Services Site Recovery,Site Recovery,recoveryservices-siterecovery,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.RecoveryServicesVaultUpgrade,,1.0.0-preview,Management - Recovery Services Vault Upgrade,Site Recovery,NA,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.Redis,,6.0.0-preview.2,Management - Redis,Redis Cache,NA,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.Redis.Fluent,1.37.1,,Management - Redis Fluent,Redis Cache,NA,https://docs.microsoft.com/dotnet/api/overview/azure/redis-cache,NA,mgmt,FALSE,,,maintanence,,,
Microsoft.Azure.Management.Relay,2.0.2,,Management - Relay,Relay,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/relay/Microsoft.Azure.Management.Relay,NA,,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.Relay.Fluent,,1.9.1-beta,Management - Relay Fluent,Relay,NA,NA,NA,mgmt,FALSE,,,maintanence,,,
Microsoft.Azure.Management.RemoteApp,1.0.9,,Management - Remote App,RemoteApp,NA,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.Reservations,,1.15.0-preview,Management - Reservations,Reservations,reservations,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.ResourceGraph,2.1.0,,Management - Resource Graph,Resource Graph,resourcegraph,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.ResourceManager,,3.12.1-preview,Management - Resource Manager,Resource Manager,NA,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.ResourceManager.Fluent,1.37.1,,Management - Resource Manager Fluent,Resource Manager,NA,https://docs.microsoft.com/dotnet/api/overview/azure/resource-manager,NA,mgmt,FALSE,,,maintanence,,,
Microsoft.Azure.Management.Resources,,2.20.1-preview,Management - Resources,Resources,NA,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.SampleProjectPublish,,0.9.0-Preview,Management - Sample Project Publish,Sample Project Publish,NA,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.Scheduler,2.2.0,,Management - Scheduler,Scheduler,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/scheduler/Microsoft.Azure.Management.Scheduler,NA,,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.Scheduler.Fluent,,1.9.1-beta,Management - Scheduler Fluent,Scheduler,NA,NA,NA,mgmt,FALSE,,,maintanence,,,
Microsoft.Azure.Management.Search,4.0.0,,Management - Search,Search,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/search/Microsoft.Azure.Management.Search,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.Search.Fluent,1.37.1,,Management - Search Fluent,Search,NA,NA,NA,mgmt,FALSE,,,maintanence,,,
Microsoft.Azure.Management.SecurityCenter,2.2.0,,Management - Security Center,Security Center,securitycenter,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.ServerManagement,1.1.0,,Management - Server Management,Server Management,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/servermanagement/Microsoft.Azure.Management.ServerManagement,NA,,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.ServiceBus,2.1.0,,Management - Service Bus,Service Bus,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/servicebus/Microsoft.Azure.Management.ServiceBus,NA,,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.ServiceBus.Fluent,1.37.1,,Management - Service Bus Fluent,Service Bus,NA,https://docs.microsoft.com/dotnet/api/overview/azure/service-bus,NA,mgmt,FALSE,,,maintanence,,,
Microsoft.Azure.Management.ServiceFabric,1.3.0,,Management - Service Fabric,Service Fabric,servicefabric,https://docs.microsoft.com/dotnet/api/overview/azure/service-fabric,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.ServiceFabric.Fluent,,1.9.1-beta,Management - Service Fabric Fluent,Service Fabric,NA,NA,NA,mgmt,FALSE,,,maintanence,,,
Microsoft.Azure.Management.SignalR,1.1.0,1.1.1-preview,Management - SignalR,SignalR,signalr,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.SiteRecovery,,2.0.2-preview,Management - Site Recovery,Site Recovery,NA,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.Sql,,1.50.0-preview,Management - SQL,SQL,NA,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.Sql.Fluent,1.37.1,,Management - SQL Fluent,SQL,NA,https://docs.microsoft.com/dotnet/api/overview/azure/sql,NA,mgmt,FALSE,,,maintanence,,,
Microsoft.Azure.Management.SqlVirtualMachine,1.0.0,,Management - SQL Virtual Machine,SQL Server on Virtual Machines,sqlvirtualmachine,NA,,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.Storage,20.0.0,,Management - Storage,Storage,storage,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.StorageCache,1.1.0,,Management - Storage Cache,Storage,storagecache,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.Storage.Fluent,1.37.1,,Management - Storage Fluent,Storage,NA,NA,NA,mgmt,FALSE,,,maintanence,,,
Microsoft.Azure.Management.StorageSync,5.0.1,,Management - Storage Sync,Storage,storagesync,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.Storsimple8000series,1.0.0,,Management - Storsimple 8000 series,Storsimple,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/storsimple8000series/Microsoft.Azure.Management.StorSimple8000Series,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.StorSimple.Fluent,,1.9.1-beta,Management - StorSimple Fluent,StorSimple,NA,https://docs.microsoft.com/dotnet/api/overview/azure/storsimple,NA,mgmt,FALSE,,,maintanence,,,
Microsoft.Azure.Management.StreamAnalytics,2.1.0,3.0.0-preview,Management - Stream Analytics,Stream Analytics,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/streamanalytics/Microsoft.Azure.Management.StreamAnalytics,https://docs.microsoft.com/dotnet/api/overview/azure/stream-analytics,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.Subscription,1.1.5,,Management - Subscription,Subscriptions,subscription,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.Support,1.0.1,,Management - Support,Help + support,support,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.Synapse,2.0.0,,Management - Synapse,Synapse Analytics,synapse,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.TrafficManager,2.5.3,,Management - Traffic Manager,Traffic Manager,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/trafficmanager/Microsoft.Azure.Management.TrafficManager,NA,,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.TrafficManager.Fluent,1.37.1,,Management - Traffic Manager Fluent,Traffic Manager,NA,https://docs.microsoft.com/dotnet/api/overview/azure/traffic-manager,NA,mgmt,FALSE,,,maintanence,,,
Microsoft.Azure.Management.WebSites,3.1.0,,Management - WebSites,App Service,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/websites/Microsoft.Azure.Management.WebSites,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.WorkloadMonitor,,1.0.0-preview,Management - Workload Monitor,Work Load Monitor,NA,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.RedisEnterprise,2.0.0,,Microsoft.Azure.Management.RedisEnterprise,Microsoft.Azure.Management.RedisEnterprise,NA,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.Profiles.hybrid_2018_03_01.Authorization,,0.9.0-preview,Profiles hybrid_2018_03_01 Management - Authorization,Authorization,NA,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.Profiles.hybrid_2018_03_01.Compute,,0.9.0-preview,Profiles hybrid_2018_03_01 Management - Compute,Compute,NA,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.Profiles.hybrid_2018_03_01.Dns,,0.9.0-preview,Profiles hybrid_2018_03_01 Management - DNS,DNS,NA,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.Profiles.hybrid_2018_03_01.KeyVault,,0.9.0-preview,Profiles hybrid_2018_03_01 Management - Key Vault,Key Vault,NA,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.Profiles.hybrid_2018_03_01.Network,,0.9.0-preview,Profiles hybrid_2018_03_01 Management - Network,Virtual Network,NA,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.Profiles.hybrid_2018_03_01.ResourceManager,,0.9.0-preview,Profiles hybrid_2018_03_01 Management - Resource,Resource manager,NA,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.Profiles.hybrid_2018_03_01.Storage,,0.9.0-preview,Profiles hybrid_2018_03_01 Management - Storage,Storage,NA,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.Profiles.hybrid_2018_03_01.Subscription,,0.9.0-preview,Profiles hybrid_2018_03_01 Management - Subscription,Subscriptions,NA,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.Profiles.hybrid_2018_03_01.Websites,,0.9.0-preview,Profiles hybrid_2018_03_01 Management - WebSites,App Service,NA,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.Profiles.hybrid_2019_03_01.Authorization,,0.9.0-preview,Profiles hybrid_2019_03_01 Management - Authorization,Authorization,NA,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.Profiles.hybrid_2019_03_01.Compute,,0.9.0-preview,Profiles hybrid_2019_03_01 Management - Compute,Compute,NA,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.Profiles.hybrid_2019_03_01.Dns,,0.9.0-preview,Profiles hybrid_2019_03_01 Management - DNS,DNS,NA,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.Profiles.hybrid_2019_03_01.KeyVault,,0.9.0-preview,Profiles hybrid_2019_03_01 Management - Key Vault,Key Vault,NA,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.Profiles.hybrid_2019_03_01.Monitor,,0.9.0-preview,Profiles hybrid_2019_03_01 Management - Monitor,Monitor,NA,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.Profiles.hybrid_2019_03_01.Network,,0.9.0-preview,Profiles hybrid_2019_03_01 Management - Network,Virtual Network,NA,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.Profiles.hybrid_2019_03_01.ResourceManager,,0.9.0-preview,Profiles hybrid_2019_03_01 Management - Resource,Resource Manager,NA,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.Profiles.hybrid_2019_03_01.Storage,,0.9.0-preview,Profiles hybrid_2019_03_01 Management - Storage,Storage,NA,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.Profiles.hybrid_2019_03_01.Subscription,,0.9.0-preview,Profiles hybrid_2019_03_01 Management - Subscription,Subscriptions,NA,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.Profiles.hybrid_2019_03_01.Websites,,0.9.0-preview,Profiles hybrid_2019_03_01 Management - WebSites,App Service,NA,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.SecurityInsights,,1.0.0-preview.2,Security Insights,Sentinel,securityinsights,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.SignalR.Management,1.8.0,,SignalR Management,SignalR,https://github.com/Azure/azure-signalr/tree/v1.5.0/src/Microsoft.Azure.SignalR.Management,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.SqlServer.Management.AlwaysEncrypted.AzureKeyVaultProvider,2.4.0,,SQL Server Mangement - Key Vault Provider,Key Vault,NA,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.WindowsAzure.Management,4.1.3,,WindowsAzure Management,Management,NA,NA,NA,mgmt,FALSE,,,community,,,
Microsoft.WindowsAzure.Management.Automation,1.0.3,,WindowsAzure Management - Automation,Automation,NA,NA,NA,mgmt,FALSE,,,community,,,
Microsoft.WindowsAzure.Management.Compute,14.0.0,,WindowsAzure Management - Compute,Compute,NA,NA,NA,mgmt,FALSE,,,community,,,
Microsoft.WindowsAzure.Management.ExpressRoute,,0.23.0-preview,WindowsAzure Management - ExpressRoute,ExpressRoute,NA,NA,NA,mgmt,FALSE,,,community,,,
Microsoft.WindowsAzure.Management.HDInsight,1.5.13,,WindowsAzure Management - HD Insight,HDInsight,NA,NA,NA,mgmt,FALSE,,,community,,,
Microsoft.WindowsAzure.Management.Libraries,2.0.0,,WindowsAzure Management - Libraries,Libraries,NA,NA,NA,mgmt,FALSE,,,community,,,
Microsoft.WindowsAzure.Management.MediaServices,4.1.0,,WindowsAzure Management - Media Services,Media Services,NA,NA,NA,mgmt,FALSE,,,community,,,
Microsoft.WindowsAzure.Management.Monitoring,4.1.0,,WindowsAzure Management - Monitoring,Monitor,NA,NA,NA,mgmt,FALSE,,,community,,,
Microsoft.WindowsAzure.Management.Network,8.2.1,,WindowsAzure Management - Network,Virtual Network,NA,NA,NA,mgmt,FALSE,,,community,,,
Microsoft.WindowsAzure.Management.RemoteApp,2.0.7,,WindowsAzure Management - Remote App,RemoteApp,NA,NA,NA,mgmt,FALSE,,,community,,,
Microsoft.WindowsAzure.Management.Scheduler,6.2.0,,WindowsAzure Management - Scheduler,Scheduler,NA,NA,NA,mgmt,FALSE,,,community,,,
Microsoft.WindowsAzure.Management.ServiceBus,,0.19.0-preview,WindowsAzure Management - Service Bus,Service Bus,NA,NA,NA,mgmt,FALSE,,,community,,,
Microsoft.WindowsAzure.Management.Sql,5.2.0,,WindowsAzure Management - SQL,SQL,NA,NA,NA,mgmt,FALSE,,,community,,,
Microsoft.WindowsAzure.Management.Storage,6.0.1,,WindowsAzure Management - Storage,Storage,NA,NA,NA,mgmt,FALSE,,,community,,,
Microsoft.WindowsAzure.Management.Store,,0.15.1-preview,WindowsAzure Management - Store,Store,NA,NA,NA,mgmt,FALSE,,,community,,,
Microsoft.WindowsAzure.Management.StorSimple,,1.0.5-preview,WindowsAzure Management - StorSimple,StorSimple,NA,NA,NA,mgmt,FALSE,,,community,,,
Microsoft.WindowsAzure.Management.TrafficManager,,0.16.1-preview,WindowsAzure Management - Traffic Manager,Traffic Manager,NA,NA,NA,mgmt,FALSE,,,community,,,
Microsoft.WindowsAzure.Management.VirtualNetworks,,0.9.9-preview,WindowsAzure Management - Virtual Networks,Virtual Network,NA,NA,NA,mgmt,FALSE,,,community,,,
Microsoft.WindowsAzure.Management.WebSites,,5.0.0-prerelease,WindowsAzure Management - WebSites,App Service,NA,NA,NA,mgmt,FALSE,,,community,,,
