"Package","VersionGA","VersionPreview","DisplayName","ServiceName","RepoPath","MSDocs","GHDocs","Type","New","PlannedVersions","FirstGADate","Support","Hide","Replace","ReplaceGuide","MSDocService","Notes"
"@azure/arm-managementpartner","2.0.0","","Resource Management - Management Partner","Managed Partner","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/managementpartner/arm-managementpartner","","","mgmt","true","","","","","","","",""
"@azure/arm-maps","3.0.0","","Resource Management - Maps","Maps","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/maps/arm-maps","","","mgmt","true","","","","","","","",""
"@azure/arm-mariadb","2.0.0","","Resource Management - Maria DB","Maria DB","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/mariadb/arm-mariadb","","","mgmt","true","","","","","","","",""
"@azure/arm-marketplaceordering","3.0.0","","Resource Management - Market Place Ordering","Marketplace Ordering","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/marketplaceordering/arm-marketplaceordering","","","mgmt","true","","","","","","","",""
"@azure/arm-mediaservices","10.0.0","","Resource Management - Media Services","Media Services","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/mediaservices/arm-mediaservices","","","mgmt","true","","","","","","","",""
"@azure/arm-migrate","2.0.0","","Resource Management - Migrate","Migrate","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/migrate/arm-migrate","","","mgmt","true","","","","","","","",""
"@azure/arm-mixedreality","4.0.1","","Resource Management - Mixed Reality","Mixed Reality","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/mixedreality/arm-mixedreality","","","mgmt","true","","","","","","","",""
"@azure/arm-mobilenetwork","","1.0.0-beta.1","Resource Management - Mobilenetwork","Mobilenetwork","mobilenetwork","","","mgmt","true","","","","","","","",""
"@azure/arm-monitor","7.0.0","","Resource Management - Monitor","Monitor","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/monitor/arm-monitor","","","mgmt","true","","","","","","","",""
"@azure/arm-mysql","5.0.0","","Resource Management - MySQL","MySQL","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/mysql/arm-mysql","","","mgmt","true","","","","","","","",""
"@azure/arm-netapp","15.1.0","","Resource Management - NetApp","NetApp Files","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/netapp/arm-netapp","","","mgmt","true","","","","","","","",""
"@azure/arm-network","26.0.0","","Resource Management - Network","Network","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/network/arm-network","","","mgmt","true","","","","","","","",""
"@azure/arm-notificationhubs","2.0.0","","Resource Management - Notification Hubs","Notification Hubs","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/notificationhubs/arm-notificationhubs","","","mgmt","true","","","","","","","",""
"@azure/arm-oep","","1.0.0-beta.1","Resource Management - Oep","Oep","oep","","","mgmt","true","","","","","","","",""
"@azure/arm-operationalinsights","8.0.0","","Resource Management - Operational Insights","Operational Insights","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/operationalinsights/arm-operationalinsights","","","mgmt","true","","","","","","","",""
"@azure/arm-operations","3.0.0","4.0.0-beta.2","Resource Management - Operations","Log Analytics","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/operationsmanagement/arm-operations","","NA","mgmt","true","","","","","","","",""
"@azure/arm-orbital","","1.0.0-beta.2","Resource Management - Orbital","Orbital","orbital","","","mgmt","true","","","","","","","",""
"@azure/arm-peering","2.0.0","","Resource Management - Peering","Peering Service","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/peering/arm-peering","","","mgmt","true","","","","","","","",""
"@azure/arm-policy","5.0.0","","Resource Management - Policy","Policy","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/policy/arm-policy","","","mgmt","true","","","","","","","",""
"@azure/arm-policyinsights","5.0.0","","Resource Management - Policy Insights","Policy","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/policyinsights/arm-policyinsights","","","mgmt","true","","","","","","","",""
"@azure/arm-portal","","1.0.0-beta.2","Resource Management - Portal","Portal","portal","","","mgmt","true","","","","","","","",""
"@azure/arm-postgresql","6.0.0","","Resource Management - PostgreSQL","PostgreSQL","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/postgresql/arm-postgresql","","","mgmt","true","","","","","","","",""
"@azure/arm-postgresql-flexible","5.0.0","","Resource Management - Postgresql","Postgresql","postgresql","","","mgmt","true","","","","","","","",""
"@azure/arm-powerbidedicated","3.0.0","","Resource Management - Power BI Dedicated","PowerBI Embedded","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/powerbidedicated/arm-powerbidedicated","","","mgmt","true","","","","","","","",""
"@azure/arm-powerbiembedded","2.0.0","","Resource Management - Power BI Embedded","PowerBI Embedded","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/powerbiembedded/arm-powerbiembedded","","","mgmt","true","","","","","","","",""
"@azure/arm-privatedns","3.0.0","","Resource Management - Private DNS","Private Dns Management","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/privatedns/arm-privatedns","","","mgmt","true","","","","","","","",""
"@azure/arm-purview","1.0.0","","Resource Management - Purview","Purview","purview","","","mgmt","true","","","","","","","",""
"@azure/arm-quota","","1.0.0-beta.3","Resource Management - Quota","Quota","quota","","","mgmt","true","","","","","","","",""
"@azure/arm-recoveryservices","5.0.0","","Resource Management - Recovery Services","Recovery Services","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/recoveryservices/arm-recoveryservices","","","mgmt","true","","","","","","","",""
"@azure/arm-recoveryservicesbackup","8.1.0","","Resource Management - Recovery Services Backup","Recovery Services","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/recoveryservicesbackup/arm-recoveryservicesbackup","","","mgmt","true","","","","","","","",""
"@azure/arm-recoveryservices-siterecovery","4.0.0","","Resource Management - Recovery Services Site Recovery","Recovery Services","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/recoveryservicessiterecovery/arm-recoveryservices-siterecovery","","","mgmt","true","","","","","","","",""
"@azure/arm-rediscache","6.0.0","","Resource Management - Redis Cache","Redis Cache","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/redis/arm-rediscache","","","mgmt","true","","","","","","","",""
"@azure/arm-relay","3.0.0","","Resource Management - Relay","Relay","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/relay/arm-relay","","","mgmt","true","","","","","","","",""
"@azure/arm-reservations","7.0.0","","Resource Management - Reservations","Reservations","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/reservations/arm-reservations","","","mgmt","true","","","","","","","",""
"@azure/arm-resourcegraph","4.2.1","5.0.0-beta.1","Resource Management - Resource Graph","Resources Graph","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/resourcegraph/arm-resourcegraph","","NA","mgmt","true","","","","","","","",""
"@azure/arm-resourcehealth","3.0.0","","Resource Management - Resource Health","Resource Health","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/resourcehealth/arm-resourcehealth","","","mgmt","true","","","","","","","",""
"@azure/arm-resources","5.0.0","","Resource Management - Resources","Resources","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/resources/arm-resources","","","mgmt","true","","","","","","","",""
"@azure/arm-search","3.0.0","","Resource Management - Search","Search","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/search/arm-search","","","mgmt","true","","","","","","","",""
"@azure/arm-security","4.0.0","","Resource Management - Security","Security","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/security/arm-security","","","mgmt","true","","","","","","","",""
"@azure/arm-securityinsight","","1.0.0-beta.1","Resource Management - Securityinsight","Securityinsight","securityinsight","","","mgmt","true","","","","","","","",""
"@azure/arm-serialconsole","2.0.0","","Resource Management - Serial Console","Serial Console","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/serialconsole/arm-serialconsole","","","mgmt","true","","","","","","","",""
"@azure/arm-servicebus","5.0.0","","Resource Management - Service Bus","Service Bus","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/servicebus/arm-servicebus","","","mgmt","true","","","","","","","",""
"@azure/arm-servicefabricmesh","2.2.1","3.0.0-beta.1","Resource Management - Service Fabric Mesh","Service Fabric","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/servicefabricmesh/arm-servicefabricmesh","","NA","mgmt","true","","","","","","","",""
"@azure/arm-servicemap","2.3.1","3.0.0-beta.1","Resource Management - Service Map","Service Map","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/service-map/arm-servicemap","","NA","mgmt","true","","","","","","","",""
"@azure/arm-signalr","5.0.0","","Resource Management - SignalR","SignalR","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/signalr/arm-signalr","","","mgmt","true","","","","","","","",""
"@azure/arm-sql","9.0.0","","Resource Management - SQL","SQL","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/sql/arm-sql","","","mgmt","true","","","","","","","",""
"@azure/arm-sqlvirtualmachine","4.1.1","5.0.0-beta.3","Resource Management - Sql Virtual Machine","SQL Virtual Machine","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/sqlvirtualmachine/arm-sqlvirtualmachine","","NA","mgmt","true","","","","","","","",""
"@azure/arm-storage","17.1.0","","Resource Management - Storage","Storage","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/storage/arm-storage","","","mgmt","true","","","","","","","",""
"@azure/arm-storagecache","5.0.0","","Resource Management - Storage Cache","Storage","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/storagecache/arm-storagecache","","","mgmt","true","","","","","","","",""
"@azure/arm-storageimportexport","2.0.0","","Resource Management - Storage Import Export","Storage","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/storageimportexport/arm-storageimportexport","","","mgmt","true","","","","","","","",""
"@azure/arm-storagesync","9.0.0","","Resource Management - Storage Sync","Storage","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/storagesync/arm-storagesync","","","mgmt","true","","","","","","","",""
"@azure/arm-storsimple1200series","2.0.0","","Resource Management - StorSimple1200Series","StorSimple","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/storsimple1200series/arm-storsimple1200series","","","mgmt","true","","","","","","","",""
"@azure/arm-storsimple8000series","2.0.0","","Resource Management - StorSimple8000Series","StorSimple","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/storsimple8000series/arm-storsimple8000series","","","mgmt","true","","","","","","","",""
"@azure/arm-streamanalytics","4.0.0","","Resource Management - Stream Analytics","Stream Analytics","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/streamanalytics/arm-streamanalytics","","","mgmt","true","","","","","","","",""
"@azure/arm-subscriptions","5.0.0","","Resource Management - Subscriptions","Subscriptions","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/subscription/arm-subscriptions","","","mgmt","true","","","","","","","",""
"@azure/arm-support","2.0.0","","Resource Management - Support","Microsoft Support","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/support/arm-support","","","mgmt","true","","","","","","","",""
"@azure/arm-synapse","8.0.0","","Resource Management - Synapse","Synapse","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/synapse/arm-synapse","","","mgmt","true","","","","","","","",""
"@azure/arm-templatespecs","2.0.0","","Resource Management - Template Specs","Template Specs","templatespecs","","","mgmt","true","","","","","","","",""
"@azure/arm-timeseriesinsights","2.0.0","","Resource Management - Time Series Insights","Time Series Insights","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/timeseriesinsights/arm-timeseriesinsights","","","mgmt","true","","","","","","","",""
"@azure/arm-trafficmanager","6.0.0","","Resource Management - Traffic Manager","Traffic Manager","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/trafficmanager/arm-trafficmanager","","","mgmt","true","","","","","","","",""
"@azure/arm-videoanalyzer","","1.0.0-beta.2","Resource Management - Videoanalyzer","Video Analyzer","videoanalyzer","","","mgmt","true","","","","","","","",""
"@azure/arm-visualstudio","3.0.0","4.0.0-beta.1","Resource Management - Visual Studio","Visual Studio Team Services","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/visualstudio/arm-visualstudio","","NA","mgmt","true","","","","","","","",""
